date;value
03-04-2019;3.6399
04-04-2019;7.7133
05-04-2019;7.8866
06-04-2019;9.88
07-04-2019;6.1966
08-04-2019;8.45
09-04-2019;7.7566
10-04-2019;6.6654
11-04-2019;12.653
12-04-2019;18.07
13-04-2019;19.456
14-04-2019;14.04
15-04-2019;10.833
16-04-2019;8.8833
17-04-2019;13.043
18-04-2019;8.1033
19-04-2019;9.0566
20-04-2019;16.986
21-04-2019;15.643
22-04-2019;14.56
23-04-2019;6.6654
24-04-2019;7.67
25-04-2019;7.5833
26-04-2019;7.3233
27-04-2019;8.84
28-04-2019;7.4966
29-04-2019;12.436
30-04-2019;19.153
01-05-2019;8.9266
02-05-2019;9.0133
03-05-2019;6.9333
04-05-2019;8.45
05-05-2019;6.8466
06-05-2019;16.076
07-05-2019;17.112
08-05-2019;8.1466
09-05-2019;15.426
10-05-2019;12.826
11-05-2019;8.45
12-05-2019;9.88
13-05-2019;10.876
14-05-2019;16.206
15-05-2019;22.75
16-05-2019;14.213
17-05-2019;7.1933
18-05-2019;5.85
19-05-2019;8.0166
20-05-2019;12.87
21-05-2019;14.976
22-05-2019;18.763
23-05-2019;11.266
24-05-2019;8.45
25-05-2019;9.62
26-05-2019;8.1466
27-05-2019;7.8433
28-05-2019;9.0566
29-05-2019;11.136
30-05-2019;10.096
31-05-2019;12.263
01-06-2019;14.43
02-06-2019;16.553
03-06-2019;18.763
04-06-2019;11.7
05-06-2019;6.3885
06-06-2019;6.9333
07-06-2019;7.8866
08-06-2019;8.6233
09-06-2019;7.6266
10-06-2019;9.23
11-06-2019;5.46
12-06-2019;7.7566
13-06-2019;9.49
14-06-2019;13.13
15-06-2019;10.53
16-06-2019;10.703
17-06-2019;19.066
18-06-2019;20.043
19-06-2019;9.6633
20-06-2019;6.6733
21-06-2019;4.8966
22-06-2019;11.526
23-06-2019;12.826
24-06-2019;14.603
25-06-2019;13.043
26-06-2019;9.36
27-06-2019;11.396
28-06-2019;10.486
29-06-2019;13.519
30-06-2019;9.9666
01-07-2019;6.2833
02-07-2019;7.989
03-07-2019;10.92
04-07-2019;18.85
05-07-2019;17.116
06-07-2019;15.773
07-07-2019;15.643
08-07-2019;11.916
09-07-2019;12.74
10-07-2019;17.073
11-07-2019;19.023
12-07-2019;12.653
13-07-2019;7.41
14-07-2019;9.1433
15-07-2019;13.043
16-07-2019;9.9233
17-07-2019;9.88
18-07-2019;12.007
19-07-2019;13.693
20-07-2019;11.179
21-07-2019;6.9333
22-07-2019;11.309
23-07-2019;18.806
24-07-2019;18.72
25-07-2019;14.473
26-07-2019;6.6733
27-07-2019;5.7633
28-07-2019;8.45
29-07-2019;8.4066
30-07-2019;7.4218
31-07-2019;9.49
01-08-2019;8.4933
02-08-2019;11.7
03-08-2019;17.506
04-08-2019;16.986
05-08-2019;15.556
06-08-2019;11.57
07-08-2019;10.876
08-08-2019;8.6233
09-08-2019;12.306
10-08-2019;9.0133
11-08-2019;7.5833
12-08-2019;8.947
13-08-2019;10.313
14-08-2019;8.8833
15-08-2019;10.355
16-08-2019;10.355
17-08-2019;11.83
18-08-2019;6.9766
19-08-2019;6.9333
20-08-2019;6.7166
21-08-2019;8.9266
22-08-2019;11.266
23-08-2019;15.816
24-08-2019;16.466
25-08-2019;12.349
26-08-2019;13.866
27-08-2019;15.73
28-08-2019;11.534
29-08-2019;11.656
30-08-2019;11.483
31-08-2019;11.656
01-09-2019;6.4566
02-09-2019;5.6766
03-09-2019;9.3166
04-09-2019;10.616
05-09-2019;6.4133
06-09-2019;7.7133
07-09-2019;8.0166
08-09-2019;8.1033
09-09-2019;7.7933
10-09-2019;7.7933
11-09-2019;7.8433
12-09-2019;10.66
13-09-2019;11.006
14-09-2019;14.516
15-09-2019;20.539
16-09-2019;21.103
17-09-2019;15.21
18-09-2019;9.5766
19-09-2019;9.5766
20-09-2019;17.116
21-09-2019;14.863
22-09-2019;6.5433
23-09-2019;11.96
24-09-2019;8.7533
25-09-2019;9.36
26-09-2019;13.736
27-09-2019;11.136
