date;value
30-01-2020;138
31-01-2020;121
01-02-2020;69
02-02-2020;92
03-02-2020;134
04-02-2020;20
05-02-2020;23
06-02-2020;92
07-02-2020;80
08-02-2020;26
09-02-2020;44
10-02-2020;71
11-02-2020;34
12-02-2020;38
13-02-2020;41
14-02-2020;65
15-02-2020;41
16-02-2020;82
17-02-2020;15
18-02-2020;34
19-02-2020;41
20-02-2020;40
21-02-2020;51
22-02-2020;28
23-02-2020;14
24-02-2020;28
25-02-2020;16
26-02-2020;14
27-02-2020;20
28-02-2020;80
29-02-2020;7
01-03-2020;7
02-03-2020;20
03-03-2020;8
04-03-2020;50
05-03-2020;22
06-03-2020;14
07-03-2020;20
08-03-2020;9
09-03-2020;6
10-03-2020;22
11-03-2020;33
12-03-2020;6
13-03-2020;6
14-03-2020;8
15-03-2020;7
16-03-2020;6
17-03-2020;12
18-03-2020;7
19-03-2020;11
20-03-2020;9
21-03-2020;6
22-03-2020;2
23-03-2020;2
24-03-2020;9
25-03-2020;16
26-03-2020;4
27-03-2020;5
28-03-2020;5
29-03-2020;2
30-03-2020;2
31-03-2020;3
01-04-2020;6
02-04-2020;2
03-04-2020;2
04-04-2020;7
05-04-2020;2
06-04-2020;2
07-04-2020;3
08-04-2020;6
09-04-2020;4
10-04-2020;3
11-04-2020;2
12-04-2020;2
13-04-2020;2
14-04-2020;3
15-04-2020;3
16-04-2020;9
17-04-2020;7
18-04-2020;3
19-04-2020;2
20-04-2020;3
21-04-2020;3
22-04-2020;4
23-04-2020;3
24-04-2020;3
25-04-2020;3
26-04-2020;2
27-04-2020;4
28-04-2020;4
29-04-2020;9
30-04-2020;3
01-05-2020;2
02-05-2020;2
03-05-2020;2
04-05-2020;16
05-05-2020;3
06-05-2020;3
07-05-2020;3
08-05-2020;2
09-05-2020;2
10-05-2020;2
11-05-2020;9
12-05-2020;2
13-05-2020;3
14-05-2020;2
15-05-2020;2
16-05-2020;2
17-05-2020;2
18-05-2020;3
19-05-2020;4
20-05-2020;4
21-05-2020;3
22-05-2020;4
23-05-2020;2
24-05-2020;2
25-05-2020;3
26-05-2020;5
27-05-2020;4
28-05-2020;10
29-05-2020;7
30-05-2020;4
31-05-2020;2
01-06-2020;4
02-06-2020;4
03-06-2020;3
04-06-2020;4
05-06-2020;5
06-06-2020;4
07-06-2020;5
08-06-2020;6
09-06-2020;5
10-06-2020;6
11-06-2020;8
12-06-2020;7
13-06-2020;4
14-06-2020;3
15-06-2020;7
16-06-2020;6
17-06-2020;5
18-06-2020;5
19-06-2020;7
20-06-2020;3
21-06-2020;3
22-06-2020;4
23-06-2020;8
24-06-2020;4
25-06-2020;4
26-06-2020;4
27-06-2020;5
28-06-2020;3
29-06-2020;4
30-06-2020;8
01-07-2020;4
02-07-2020;6
03-07-2020;5
04-07-2020;5
05-07-2020;3
06-07-2020;3
07-07-2020;3
08-07-2020;2
09-07-2020;3
10-07-2020;4
11-07-2020;2
12-07-2020;2
13-07-2020;3
14-07-2020;3
15-07-2020;4
16-07-2020;3
17-07-2020;3
18-07-2020;3
19-07-2020;2
20-07-2020;3
21-07-2020;3
22-07-2020;4
23-07-2020;3
24-07-2020;2
25-07-2020;3
26-07-2020;3
27-07-2020;6
28-07-2020;3
29-07-2020;4
30-07-2020;3
31-07-2020;6
01-08-2020;10
02-08-2020;5
03-08-2020;8
04-08-2020;6
05-08-2020;5
06-08-2020;4
07-08-2020;14
08-08-2020;4
09-08-2020;2
10-08-2020;3
11-08-2020;5
12-08-2020;7
13-08-2020;5
14-08-2020;5
15-08-2020;4
16-08-2020;3
17-08-2020;11
18-08-2020;14
19-08-2020;21
20-08-2020;3
21-08-2020;12
22-08-2020;3
23-08-2020;3
24-08-2020;4
25-08-2020;10
26-08-2020;5
27-08-2020;8
28-08-2020;6
29-08-2020;5
30-08-2020;4
31-08-2020;14
01-09-2020;13
02-09-2020;33
03-09-2020;51
04-09-2020;103
05-09-2020;20
06-09-2020;3
07-09-2020;11
08-09-2020;5
09-09-2020;33
10-09-2020;36
11-09-2020;9
12-09-2020;22
13-09-2020;22
14-09-2020;36
15-09-2020;19
16-09-2020;25
17-09-2020;25
18-09-2020;6
19-09-2020;7
20-09-2020;5
21-09-2020;8
22-09-2020;13
23-09-2020;11
24-09-2020;14
25-09-2020;9
26-09-2020;5
27-09-2020;2
28-09-2020;11
29-09-2020;20
30-09-2020;22
01-10-2020;12
02-10-2020;9
03-10-2020;6
04-10-2020;5
05-10-2020;22
06-10-2020;16
07-10-2020;4
08-10-2020;14
09-10-2020;8
10-10-2020;5
11-10-2020;4
12-10-2020;6
13-10-2020;8
14-10-2020;11
15-10-2020;23
16-10-2020;22
17-10-2020;22
18-10-2020;29
19-10-2020;36
20-10-2020;13
21-10-2020;32
22-10-2020;35
23-10-2020;28
24-10-2020;16
25-10-2020;4
26-10-2020;9
27-10-2020;37
28-10-2020;24
29-10-2020;27
30-10-2020;48
31-10-2020;57
01-11-2020;46
02-11-2020;10
03-11-2020;11
04-11-2020;7
05-11-2020;36
06-11-2020;27
07-11-2020;17
08-11-2020;3
09-11-2020;21
10-11-2020;18
11-11-2020;47
12-11-2020;37
13-11-2020;51
14-11-2020;19
15-11-2020;8
16-11-2020;22
17-11-2020;110
18-11-2020;107
19-11-2020;5
20-11-2020;25
21-11-2020;34
22-11-2020;45
23-11-2020;85
24-11-2020;99
25-11-2020;46
26-11-2020;59
27-11-2020;90
28-11-2020;54
